City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
645,Jaciara,BR,82.87,overcast clouds,-15.9653,-54.9683,Taba Hotel
647,Santa Brigida,ES,69.8,few clouds,28.031999999999996,-15.5043,Hotel Escuela Santa Brígida
648,Finschhafen,PG,79.39,light rain,-6.6024,147.8681,Cossam Guest House
653,Jaguey Grande,CU,87.8,scattered clouds,22.5269,-81.1286,Hostal lleana
654,Le Port,RE,78.8,scattered clouds,-20.9373,55.2919,KORBEY D'OR OUEST
655,Alyangula,AU,71.6,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
657,Richards Bay,ZA,68.34,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
659,Kupang,ID,76.28,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
661,Mecca,SA,79.7,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
662,Sarangani,PH,82.56,broken clouds,5.4033,125.4636,Ballistic Islet
663,Libreville,GA,80.6,few clouds,0.3925,9.4537,Hotel Re-Ndama
664,Japura,ID,72.91,broken clouds,-0.3167,102.35,Rumah mbah Jamah
665,Tindwari,IN,84.85,scattered clouds,25.6167,80.5333,Vikash tea stall *S.S.P*
666,Maputo,MZ,84.2,broken clouds,-25.9653,32.5892,Pestana Rovuma
668,Oriximina,BR,85.5,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
673,Sao Caetano De Odivelas,BR,79.56,heavy intensity rain,-0.75,-48.02,Hotel do Luttis
674,Gazojak,TM,68.88,clear sky,41.1875,61.4036,In gowy adamlaryñ yaśayan oyi
675,Jiwani,PK,78.94,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
676,Acapulco,MX,86.0,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
677,Isiro,CD,65.68,light rain,2.7739,27.616,Guest House Hewa Bora
679,Madingou,CG,76.46,light rain,-4.1536,13.55,HOTEL KIM ELISA
680,Cananeia,BR,76.98,overcast clouds,-25.0147,-47.9267,Casa azul
684,Playas,EC,79.11,overcast clouds,-2.6333,-80.3833,Hostal Promenade
686,Ciudad Bolivar,VE,94.17,overcast clouds,8.1222,-63.5497,Hotel Edi
688,Puerto Colombia,CO,82.4,broken clouds,10.9878,-74.9547,Hotel El Emigrante
689,Ippy,CF,75.06,light rain,6.2679,21.2247,
690,Banyo,CM,74.7,overcast clouds,6.75,11.8167,Motel JOMBA
693,Socorro,US,84.0,clear sky,31.6546,-106.3033,guarderia imss papalote
694,Guerrero Negro,MX,68.9,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
695,Natal,BR,86.0,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
696,Concepcion Del Oro,MX,81.01,clear sky,24.6333,-101.4167,HOTEL HACIENDA SAN JAVIER
700,Santa Maria Da Vitoria,BR,89.31,overcast clouds,-13.3947,-44.1886,Pousada Rio Current
702,Nobres,BR,84.09,broken clouds,-14.7203,-56.3275,Hotel Portal Nobres
705,Waingapu,ID,77.02,clear sky,-9.6567,120.2641,Pondok Wisata Elim
706,Niamey,NE,98.6,clear sky,13.5137,2.1098,Soluxe Hotel Niamey
